cargo,id_parlamentar,partido,uf,nome,situacao,sigla,casa,foto
NA,5719,NA,NA,Hildo Rocha,Titular,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5719.jpg
NA,6235,NA,NA,Tabata Amaral,Titular,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6235.jpg
NA,5291,NA,NA,Augusto Coutinho,Suplente,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5291.jpg
NA,5361,NA,NA,Pr. Marco Feliciano,Titular,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5361.jpg
NA,5821,NA,NA,Orlando Silva,Suplente,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5821.jpg
NA,5493,NA,NA,Paulão,Titular,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5493.jpg
NA,3727,NA,NA,Maria do Rosário,Suplente,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3727.jpg
NA,588,NA,NA,José Rocha,Titular,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador588.jpg
NA,5336,NA,NA,Giovani Cherini,Suplente,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5336.jpg
NA,5757,NA,NA,Tadeu Alencar,Titular,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5757.jpg
NA,6171,NA,NA,Joenia Wapichana,Titular,CMMPV860,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6171.jpg
NA,35,MDB,PA,Jader Barbalho,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg
NA,475,MDB,RO,Confúcio Moura,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg
NA,5585,MDB,GO,Luiz do Carmo,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5585.jpg
NA,285,MDB,AC,Marcio Bittar,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg
NA,739,PP,PI,Ciro Nogueira,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,1186,PP,RS,Luis Carlos Heinze,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg
RELATOR,4770,PSDB,DF,Izalci Lucas,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,945,PODEMOS,PR,Alvaro Dias,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg
NA,5924,PODEMOS,PR,Oriovisto Guimarães,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg
NA,5929,PSL,MT,Juíza Selma,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg
NA,5988,PSL,MS,Soraya Thronicke,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5979,PSB,DF,Leila Barros,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,5895,PSB,GO,Jorge Kajuru,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg
NA,5012,REDE,AP,Randolfe Rodrigues,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5967,PSD,BA,Angelo Coronel,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5990,PSD,MG,Carlos Viana,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg
NA,751,PSD,RJ,Arolde de Oliveira,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg
NA,4560,PSD,AC,Sérgio Petecão,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
NA,5627,PT,RN,Jean Paul Prates,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,5008,PT,PE,Humberto Costa,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg
NA,5535,PROS,RR,Telmário Mota,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5783,PROS,RN,Zenaide Maia,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5732,DEM,MG,Rodrigo Pacheco,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,PL,SC,Jorginho Mello,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,6091,NA,NA,Luis Miranda,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6091.jpg
NA,6104,NA,NA,Pedro Lupion,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6104.jpg
PRESIDENTE,6082,NA,NA,Julio Cesar Ribeiro,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6082.jpg
NA,6136,NA,NA,Marcos Aurélio Sampaio,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6136.jpg
NA,6240,NA,NA,Hercílio Coelho Diniz,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6240.jpg
NA,6247,NA,NA,Joice Hasselmann,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6247.jpg
NA,6084,NA,NA,Bia Kicis,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6084.jpg
NA,5711,NA,NA,Célio Silveira,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5711.jpg
NA,6090,NA,NA,Celina Leão,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6090.jpg
NA,6093,NA,NA,Professor Israel Batista,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6093.jpg
NA,5291,NA,NA,Augusto Coutinho,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5291.jpg
NA,5361,NA,NA,Pr. Marco Feliciano,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5361.jpg
NA,5821,NA,NA,Orlando Silva,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5821.jpg
NA,5238,NA,NA,Erika Kokay,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5238.jpg
NA,6080,NA,NA,Célio Moura,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6080.jpg
NA,6064,NA,NA,Flávia Arruda,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6064.jpg
NA,5336,NA,NA,Giovani Cherini,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5336.jpg
NA,5757,NA,NA,Tadeu Alencar,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5757.jpg
NA,2324,NA,NA,Ivan Valente,Titular,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2324.jpg
NA,6114,NA,NA,Fernanda Melchionna,Suplente,CMMPV861,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6114.jpg
NA,5540,MDB,PE,Fernando Bezerra Coelho,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg
NA,3777,MDB,TO,Eduardo Gomes,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg
NA,5585,MDB,GO,Luiz do Carmo,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5585.jpg
NA,475,MDB,RO,Confúcio Moura,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg
NA,5998,PP,PB,Daniella Ribeiro,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,739,PP,PI,Ciro Nogueira,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,4770,PSDB,DF,Izalci Lucas,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,5529,PSDB,MG,Antonio Anastasia,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5529.jpg
NA,2331,PODEMOS,ES,Rose de Freitas,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg
NA,5531,PODEMOS,PI,Elmano Férrer,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg
NA,5929,PSL,MT,Juíza Selma,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg
NA,5988,PSL,MS,Soraya Thronicke,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5979,PSB,DF,Leila Barros,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,5895,PSB,GO,Jorge Kajuru,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg
NA,5973,PDT,CE,Cid Gomes,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg
NA,5012,REDE,AP,Randolfe Rodrigues,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5990,PSD,MG,Carlos Viana,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg
NA,5523,PSD,BA,Otto Alencar,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg
NA,751,PSD,RJ,Arolde de Oliveira,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg
NA,5926,PSD,AP,Lucas Barreto,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg
NA,5627,PT,RN,Jean Paul Prates,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,374,PT,PA,Paulo Rocha,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg
NA,5535,PROS,RR,Telmário Mota,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5783,PROS,RN,Zenaide Maia,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
PRESIDENTE,5732,DEM,MG,Rodrigo Pacheco,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,PL,SC,Jorginho Mello,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,6090,NA,NA,Celina Leão,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6090.jpg
NA,4676,NA,NA,Hugo Leal,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4676.jpg
NA,6091,NA,NA,Luis Miranda,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6091.jpg
NA,6228,NA,NA,Geninho Zuliani,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6228.jpg
NA,6101,NA,NA,Francisco Jr.,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6101.jpg
NA,6136,NA,NA,Marcos Aurélio Sampaio,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6136.jpg
NA,5711,NA,NA,Célio Silveira,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5711.jpg
NA,6247,NA,NA,Joice Hasselmann,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6247.jpg
NA,6082,NA,NA,Julio Cesar Ribeiro,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6082.jpg
NA,6125,NA,NA,Glaustin Fokus,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6125.jpg
NA,6084,NA,NA,Bia Kicis,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6084.jpg
NA,4628,NA,NA,Paulo Abi-Ackel,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4628.jpg
NA,5719,NA,NA,Hildo Rocha,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5719.jpg
NA,5295,NA,NA,Iracema Portella,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5295.jpg
NA,5247,NA,NA,Flávia Morais,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5247.jpg
NA,6209,NA,NA,Igor Timo,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6209.jpg
RELATOR,6100,NA,NA,José Nelto,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6100.jpg
NA,6093,NA,NA,Professor Israel Batista,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6093.jpg
NA,5238,NA,NA,Erika Kokay,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5238.jpg
NA,3872,NA,NA,Rubens Otoni,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3872.jpg
NA,6064,NA,NA,Flávia Arruda,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6064.jpg
NA,5771,NA,NA,Altineu Côrtes,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5771.jpg
NA,6076,NA,NA,Rodrigo Coelho,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6076.jpg
NA,6098,NA,NA,Elias Vaz,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6098.jpg
NA,6087,NA,NA,Paula Belmonte,Titular,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6087.jpg
NA,6120,NA,NA,Alcides Rodrigues,Suplente,CMMPV862,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6120.jpg
NA,4994,MDB,AM,Eduardo Braga,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg
NA,5540,MDB,PE,Fernando Bezerra Coelho,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg
NA,5527,MDB,MS,Simone Tebet,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg
NA,6027,PRB,RR,Mecias de Jesus,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg
NA,5899,PP,GO,Vanderlan Cardoso,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg
NA,22,PP,SC,Esperidião Amin,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg
RELATOR,677,PSDB,MA,Roberto Rocha,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg
NA,5529,PSDB,MG,Antonio Anastasia,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5529.jpg
NA,5924,PODEMOS,PR,Oriovisto Guimarães,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg
NA,5894,PSL,RJ,Flávio Bolsonaro,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg
NA,5929,PSL,MT,Juíza Selma,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg
NA,5973,PDT,CE,Cid Gomes,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg
NA,5748,PSB,PB,Veneziano Vital do Rêgo,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg
NA,5012,REDE,AP,Randolfe Rodrigues,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5523,PSD,BA,Otto Alencar,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg
NA,4560,PSD,AC,Sérgio Petecão,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
NA,5967,PSD,BA,Angelo Coronel,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5385,PSD,TO,Irajá,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg
NA,5627,PT,RN,Jean Paul Prates,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,581,PT,BA,Jaques Wagner,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg
NA,5535,PROS,RR,Telmário Mota,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5783,PROS,RN,Zenaide Maia,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5732,DEM,MG,Rodrigo Pacheco,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,PL,SC,Jorginho Mello,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,5695,NA,NA,Paulo Azi,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5695.jpg
NA,6269,NA,NA,Delegado Pablo,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6269.jpg
NA,5679,NA,NA,Marx Beltrão,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5679.jpg
NA,6223,NA,NA,Marco Bertaiolli,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6223.jpg
NA,6215,NA,NA,Coronel Tadeu,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6215.jpg
NA,6136,NA,NA,Marcos Aurélio Sampaio,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6136.jpg
NA,5815,NA,NA,Herculano Passos,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5815.jpg
NA,6042,NA,NA,Leur Lomanto Júnior,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6042.jpg
NA,859,NA,NA,Celso Russomanno,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador859.jpg
NA,4628,NA,NA,Paulo Abi-Ackel,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4628.jpg
NA,4811,NA,NA,Laercio Oliveira,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg
NA,5851,NA,NA,Flavio Nogueira,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5851.jpg
NA,5291,NA,NA,Augusto Coutinho,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5291.jpg
NA,6069,NA,NA,Léo Moraes,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6069.jpg
NA,5821,NA,NA,Orlando Silva,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5821.jpg
NA,6202,NA,NA,Alencar Santana Braga,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6202.jpg
NA,4729,NA,NA,Carlos Zarattini,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4729.jpg
PRESIDENTE,140,PL,PB,Wellington Roberto,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador140.jpg
NA,588,NA,NA,José Rocha,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador588.jpg
NA,5643,NA,NA,Felipe Carreras,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5643.jpg
NA,5785,NA,NA,Rafael Motta,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5785.jpg
NA,5751,NA,NA,Daniel Coelho,Titular,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5751.jpg
NA,6065,NA,NA,Da Vitoria,Suplente,CMMPV863,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6065.jpg
NA,6027,PRB,RR,Mecias de Jesus,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg
NA,70,MDB,AL,Renan Calheiros,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg
NA,4545,MDB,PE,Jarbas Vasconcelos,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg
NA,3361,MDB,PB,José Maranhão,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg
NA,5998,PP,PB,Daniella Ribeiro,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,739,PP,PI,Ciro Nogueira,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,5502,PSDB,AM,Plínio Valério,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg
NA,945,PODEMOS,PR,Alvaro Dias,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg
NA,5924,PODEMOS,PR,Oriovisto Guimarães,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg
NA,5988,PSL,MS,Soraya Thronicke,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5929,PSL,MT,Juíza Selma,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg
NA,5411,PDT,MA,Weverton,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,5895,PSB,GO,Jorge Kajuru,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg
NA,5012,REDE,AP,Randolfe Rodrigues,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5926,PSD,AP,Lucas Barreto,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg
NA,5967,PSD,BA,Angelo Coronel,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5985,PSD,MS,Nelsinho Trad,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg
NA,4560,PSD,AC,Sérgio Petecão,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
NA,5008,PT,PE,Humberto Costa,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg
NA,5535,PROS,RR,Telmário Mota,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5732,DEM,MG,Rodrigo Pacheco,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,PL,SC,Jorginho Mello,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,6199,NA,NA,Olival Marques,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6199.jpg
NA,6240,NA,NA,Hercílio Coelho Diniz,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6240.jpg
NA,6168,NA,NA,Haroldo Cathedral,Titular,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6168.jpg
NA,6247,NA,NA,Joice Hasselmann,Suplente,CMMPV864,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6247.jpg
