cargo,id,partido,uf,situacao,nome,sigla,casa
Suplente,141434,MDB       ,AC,Suplente,Flaviano Melo,CDC,camara
Suplente,160573,MDB       ,PR,Suplente,João Arruda,CDC,camara
Suplente,141458,PR        ,BA,Suplente,João Carlos Bacelar,CDC,camara
Suplente,73586,PSB       ,MG,Suplente,Júlio Delgado,CDC,camara
Suplente,178879,SOLIDARI  ,GO,Suplente,Lucas Vergilio,CDC,camara
Suplente,150418,PRB       ,BA,Suplente,Márcio Marinho,CDC,camara
Suplente,178852,PSD       ,AP,Suplente,Marcos Reategui,CDC,camara
Suplente,73808,PSD       ,BA,Suplente,Sérgio Brito,CDC,camara
Suplente,4930,AVANTE    ,PE,Suplente,Silvio Costa,CDC,camara
Suplente,178922,PSB       ,PE,Suplente,Tadeu Alencar,CDC,camara
Suplente,141552,MDB       ,MT,Suplente,Valtenir Pereira,CDC,camara
Suplente,141560,PSD       ,SP,Suplente,Walter Ihoshi,CDC,camara
Suplente,74439,PDT       ,PE,Suplente,Wolney Queiroz,CDC,camara
Presidente,74060,PCdoB     ,BA,Titular,Daniel Almeida,CDEICS,camara
PrimeiroVice-Presidente,160572,PTB       ,PE,Titular,Jorge Côrte Real,CDEICS,camara
SegundoVice-Presidente,178873,PT        ,ES,Titular,Helder Salomão,CDEICS,camara
TerceiroVice-Presidente,74213,PDT       ,CE,Titular,Antonio Balhmann,CDEICS,camara
Titular,74213,PDT       ,CE,Titular,Antonio Balhmann,CDEICS,camara
Titular,160600,DEM       ,BA,Titular,Arthur Oliveira Maia,CDEICS,camara
Titular,160665,SOLIDARI  ,PE,Titular,Augusto Coutinho,CDEICS,camara
Titular,141411,PDT       ,MS,Titular,Dagoberto Nogueira,CDEICS,camara
Titular,74060,PCdoB     ,BA,Titular,Daniel Almeida,CDEICS,camara
Titular,160676,PSD       ,BA,Titular,Fernando Torres,CDEICS,camara
Titular,178996,MDB       ,RS,Titular,Giovani Feltes,CDEICS,camara
Titular,178878,PSDB      ,GO,Titular,Giuseppe Vecci,CDEICS,camara
Titular,178873,PT        ,ES,Titular,Helder Salomão,CDEICS,camara
Titular,160572,PTB       ,PE,Titular,Jorge Côrte Real,CDEICS,camara
Titular,160659,PSB       ,SP,Titular,Keiko Ota,CDEICS,camara
Titular,151208,PP        ,SE,Titular,Laercio Oliveira,CDEICS,camara
Titular,179001,MDB       ,RS,Titular,Márcio Biolchi,CDEICS,camara
Titular,178852,PSD       ,AP,Titular,Marcos Reategui,CDEICS,camara
Titular,74371,PT        ,GO,Titular,Rubens Otoni,CDEICS,camara
Titular,74376,PT        ,MS,Titular,Vander Loubet,CDEICS,camara
Titular,141560,PSD       ,SP,Titular,Walter Ihoshi,CDEICS,camara
Suplente,160512,SOLIDARI  ,RJ,Suplente,Aureo,CDEICS,camara
Suplente,74040,MDB       ,PB,Suplente,Benjamin Maranhão,CDEICS,camara
Suplente,178963,PP        ,RS,Suplente,Covatti Filho,CDEICS,camara
Suplente,160532,DEM       ,SP,Suplente,Eli Corrêa Filho,CDEICS,camara
Suplente,178980,PSD       ,SP,Suplente,Goulart,CDEICS,camara
Suplente,178981,MDB       ,SP,Suplente,Herculano Passos,CDEICS,camara
Suplente,178910,PSD       ,PA,Suplente,Joaquim Passarinho,CDEICS,camara
Suplente,178879,SOLIDARI  ,GO,Suplente,Lucas Vergilio,CDEICS,camara
Suplente,73483,PP        ,RS,Suplente,Luis Carlos Heinze,CDEICS,camara
Suplente,178802,PR        ,RJ,Suplente,Luiz Carlos Ramos,CDEICS,camara
Suplente,178943,DEM       ,RJ,Suplente,Marcos Soares,CDEICS,camara
Suplente,178919,PP        ,PE,Suplente,Marinaldo Rosendo,CDEICS,camara
Suplente,141509,PT        ,MG,Suplente,Miguel Corrêa,CDEICS,camara
Suplente,141515,,,Suplente,Otavio Leite,CDEICS,camara
Suplente,178874,PDT       ,ES,Suplente,Sergio Vidigal,CDEICS,camara
Suplente,141555,PRB       ,SP,Suplente,Vinicius Carvalho,CDEICS,camara
Suplente,178992,PSDB      ,SP,Suplente,Vitor Lippi,CDEICS,camara
Suplente,73992,PSDB      ,RS,Suplente,Yeda Crusius,CDEICS,camara
Presidente,74041,PT        ,PB,Titular,Luiz Couto,CDHM,camara
PrimeiroVice-Presidente,160535,PT        ,RS,Titular,Marcon,CDHM,camara
Titular,178829,PR        ,SP,Titular,Capitão Augusto,CDHM,camara
Titular,178908,PSD       ,PA,Titular,Delegado Éder Mauro,CDHM,camara
Titular,160575,PT        ,DF,Titular,Erika Kokay,CDHM,camara
Titular,178979,PSDB      ,SP,Titular,Floriano Pesaro,CDHM,camara
Titular,67138,PP        ,PI,Titular,Iracema Portella,CDHM,camara
Titular,73926,PSB       ,AP,Titular,Janete Capiberibe,CDHM,camara
Titular,112437,MDB       ,MA,Titular,João Marcelo Souza,CDHM,camara
Titular,74041,PT        ,PB,Titular,Luiz Couto,CDHM,camara
Titular,178866,PT        ,CE,Titular,Luizianne Lins,CDHM,camara
Titular,160535,PT        ,RS,Titular,Marcon,CDHM,camara
Titular,74398,PT        ,RS,Titular,Maria do Rosário,CDHM,camara
Titular,160556,PT        ,MG,Titular,Padre João,CDHM,camara
Titular,171617,PT        ,AL,Titular,Paulão,CDHM,camara
Titular,160601,PODE      ,SP,Titular,Pr. Marco Feliciano,CDHM,camara
Titular,163321,PTB       ,RS,Titular,Ronaldo Nogueira,CDHM,camara
Titular,178947,DEM       ,RJ,Titular,Sóstenes Cavalcante,CDHM,camara
Titular,189593,PT        ,RJ,Titular,Wadih Damous,CDHM,camara
Suplente,178890,PT        ,MG,Suplente,Adelmo Carneiro Leão,CDHM,camara
Suplente,186775,,,Suplente,Franklin,CDHM,camara
Suplente,178970,PT        ,SE,Suplente,João Daniel,CDHM,camara
Suplente,74585,PR        ,MG,Suplente,Lincoln Portela,CDHM,camara
Suplente,74784,PSOL      ,SP,Suplente,Luiza Erundina,CDHM,camara
Suplente,171619,PT        ,MG,Suplente,Margarida Salomão,CDHM,camara
Suplente,178986,PT        ,SP,Suplente,Nilto Tatto,CDHM,camara
Suplente,66179,DEM       ,ES,Suplente,Norma Ayub,CDHM,camara
Suplente,74160,PT        ,MG,Suplente,Patrus Ananias,CDHM,camara
Suplente,160637,PODE      ,DF,Suplente,Ronaldo Fonseca,CDHM,camara
Suplente,73931,PT        ,PA,Suplente,Zé Geraldo,CDHM,camara
Presidente,171619,PT        ,MG,Titular,Margarida Salomão,CDU,camara
PrimeiroVice-Presidente,178970,PT        ,SE,Titular,João Daniel,CDU,camara
SegundoVice-Presidente,180545,DEM       ,PR,Titular,Osmar Bertoldi,CDU,camara
Titular,178972,PPS       ,SP,Titular,Alex Manente,CDU,camara
Titular,178853,PT        ,BA,Titular,Caetano,CDU,camara
Titular,141422,DEM       ,PB,Titular,Efraim Filho,CDU,camara
Titular,141434,MDB       ,AC,Titular,Flaviano Melo,CDU,camara
Titular,178872,PCdoB     ,ES,Titular,Givaldo Vieira,CDU,camara
Titular,178970,PT        ,SE,Titular,João Daniel,CDU,camara
Titular,178988,PSDB      ,SP,Titular,João Paulo Papa,CDU,camara
Titular,160619,PSD       ,BA,Titular,José Nunes,CDU,camara
Titular,178851,PODE      ,AP,Titular,Jozi Araújo,CDU,camara
Titular,160663,PSB       ,PR,Titular,Leopoldo Meyer,CDU,camara
Titular,179000,,,Titular,Marcelo Álvaro Antônio,CDU,camara
Titular,178880,PPS       ,GO,Titular,Marcos Abrão,CDU,camara
Titular,171619,PT        ,MG,Titular,Margarida Salomão,CDU,camara
Titular,178984,PSDB      ,SP,Titular,Miguel Haddad,CDU,camara
Titular,180545,DEM       ,PR,Titular,Osmar Bertoldi,CDU,camara
Titular,178934,PROS      ,PR,Titular,Toninho Wandscheer,CDU,camara
Suplente,160508,PT        ,BA,Suplente,Afonso Florence,CDU,camara
Suplente,178973,PT        ,SP,Suplente,Ana Perugini,CDU,camara
Suplente,178837,PT        ,AC,Suplente,Angelim,CDU,camara
Suplente,141391,PPS       ,SP,Suplente,Arnaldo Jardim,CDU,camara
Suplente,178834,PSB       ,BA,Suplente,Bebeto,CDU,camara
Suplente,141394,PSDB      ,PE,Suplente,Bruno Araújo,CDU,camara
Suplente,134812,PSOL      ,PA,Suplente,Edmilson Rodrigues,CDU,camara
Suplente,72442,PSB       ,PE,Suplente,Felipe Carreras,CDU,camara
Suplente,160596,PP        ,GO,Suplente,Heuler Cruvinel,CDU,camara
Suplente,141458,PR        ,BA,Suplente,João Carlos Bacelar,CDU,camara
Suplente,74553,DEM       ,BA,Suplente,José Carlos Aleluia,CDU,camara
Suplente,74253,PP        ,RJ,Suplente,Julio Lopes,CDU,camara
Suplente,178982,PSB       ,SP,Suplente,Luiz Lauro Filho,CDU,camara
Suplente,141507,MDB       ,SC,Suplente,Mauro Mariani,CDU,camara
Suplente,178860,DEM       ,BA,Suplente,Paulo Azi,CDU,camara
Suplente,141531,PSDB      ,MG,Suplente,Rodrigo de Castro,CDU,camara
Suplente,178870,PP        ,DF,Suplente,Rôney Nemer,CDU,camara
Suplente,73560,PSDB      ,SP,Suplente,Silvio Torres,CDU,camara
Presidente,160528,PSB       ,PE,Titular,Danilo Cabral,CE,camara
PrimeiroVice-Presidente,160639,DEM       ,TO,Titular,Professora Dorinha Seabra Rezende,CE,camara
SegundoVice-Presidente,74057,PCdoB     ,BA,Titular,Alice Portugal,CE,camara
TerceiroVice-Presidente,178927,PSB       ,PR,Titular,Aliel Machado,CE,camara
Titular,73458,PTB       ,PR,Titular,Alex Canziani,CE,camara
Titular,74057,PCdoB     ,BA,Titular,Alice Portugal,CE,camara
Titular,178927,PSB       ,PR,Titular,Aliel Machado,CE,camara
Titular,178973,PT        ,SP,Titular,Ana Perugini,CE,camara
Titular,178837,PT        ,AC,Titular,Angelim,CE,camara
Titular,74090,PP        ,AM,Titular,Átila Lins,CE,camara
Titular,74459,PSB       ,PI,Titular,Átila Lira,CE,camara
Titular,69871,PODE      ,BA,Titular,Bacelar,CE,camara
Titular,74650,DEM       ,MG,Titular,Bonifácio de Andrada,CE,camara
Titular,178891,PSDB      ,MG,Titular,Caio Narcio,CE,camara
Titular,74467,PDT       ,PB,Titular,Damião Feliciano,CE,camara
Titular,178892,PODE      ,MG,Titular,Dâmina Pereira,CE,camara
Titular,160528,PSB       ,PE,Titular,Danilo Cabral,CE,camara
Titular,134812,PSOL      ,PA,Titular,Edmilson Rodrigues,CE,camara
Titular,92346,PSL       ,SP,Titular,Eduardo Bolsonaro,CE,camara
Titular,152605,PSOL      ,RJ,Titular,Glauber Braga,CE,camara
Titular,4931,PSDB      ,DF,Titular,Izalci Lucas,CE,camara
Titular,114941,PROS      ,TO,Titular,Josi Nunes,CE,camara
Titular,178885,PATRI     ,MA,Titular,Junior Marreca,CE,camara
Titular,178825,PT        ,AC,Titular,Leo de Brito,CE,camara
Titular,74277,PSDB      ,SP,Titular,Lobbe Neto,CE,camara
Titular,150418,PRB       ,BA,Titular,Márcio Marinho,CE,camara
Titular,167722,DEM       ,RO,Titular,Marcos Rogério,CE,camara
Titular,178997,MDB       ,CE,Titular,Moses Rodrigues,CE,camara
Titular,74352,PSDB      ,PA,Titular,Nilson Pinto,CE,camara
Titular,160642,PATRI     ,PE,Titular,Pastor Eurico,CE,camara
Titular,178860,DEM       ,BA,Titular,Paulo Azi,CE,camara
Titular,178912,PSDB      ,PB,Titular,Pedro Cunha Lima,CE,camara
Titular,160604,PT        ,SC,Titular,Pedro Uczai,CE,camara
Titular,200153,MDB       ,AM,Titular,Prof. Gedeão Amorim,CE,camara
Titular,148134,PSL       ,MT,Titular,Professor Victório Galli,CE,camara
Titular,160639,DEM       ,TO,Titular,Professora Dorinha Seabra Rezende,CE,camara
Titular,160641,PCdoB     ,AP,Titular,Professora Marcivania,CE,camara
Titular,178998,PSD       ,MG,Titular,Raquel Muniz,CE,camara
Titular,74161,PT        ,MG,Titular,Reginaldo Lopes,CE,camara
Titular,178925,PT        ,PI,Titular,Rejane Dias,CE,camara
Titular,141535,PSDB      ,RN,Titular,Rogério Marinho,CE,camara
Titular,160569,PT        ,BA,Titular,Waldenor Pereira,CE,camara
Titular,141558,PSDB      ,MA,Titular,Waldir Maranhão,CE,camara
Titular,160592,PT        ,PR,Titular,Zeca Dirceu,CE,camara
Suplente,73434,PP        ,SP,Suplente,Arnaldo Faria de Sá,CE,camara
Suplente,73568,MDB       ,RJ,Suplente,Celso Jacob,CE,camara
Suplente,72912,PT        ,RJ,Suplente,Celso Pansera,CE,camara
Suplente,178838,PSB       ,AC,Suplente,César Messias,CE,camara
Suplente,160552,PSD       ,RS,Suplente,Danrlei de Deus Hinterholz,CE,camara
Suplente,73891,MDB       ,RS,Suplente,Darcísio Perondi,CE,camara
Suplente,178929,PODE      ,PR,Suplente,Diego Garcia,CE,camara
Suplente,178994,MDB       ,TO,Suplente,Dulce Miranda,CE,camara
Suplente,74655,PSDB      ,MG,Suplente,Eduardo Barbosa,CE,camara
Suplente,178828,PV        ,SP,Suplente,Evandro Gussi,CE,camara
Suplente,178904,PP        ,MT,Suplente,Ezequiel Fonseca,CE,camara
Suplente,178979,PSDB      ,SP,Suplente,Floriano Pesaro,CE,camara
Suplente,178878,PSDB      ,GO,Suplente,Giuseppe Vecci,CE,camara
Suplente,178873,PT        ,ES,Suplente,Helder Salomão,CE,camara
Suplente,73772,MDB       ,PR,Suplente,Hermes Parcianello,CE,camara
Suplente,74388,PP        ,SC,Suplente,Jorge Boeira,CE,camara
Suplente,160509,PR        ,SC,Suplente,Jorginho Mello,CE,camara
Suplente,160544,MDB       ,SP,Suplente,Junji Abe,CE,camara
Suplente,178918,SOLIDARI  ,PE,Suplente,Kaio Maniçoba,CE,camara
Suplente,160659,PSB       ,SP,Suplente,Keiko Ota,CE,camara
Suplente,141562,MDB       ,ES,Suplente,Lelo Coimbra,CE,camara
Suplente,74585,PR        ,MG,Suplente,Lincoln Portela,CE,camara
Suplente,160633,,,Suplente,Mandetta,CE,camara
Suplente,171619,PT        ,MG,Suplente,Margarida Salomão,CE,camara
Suplente,74398,PT        ,RS,Suplente,Maria do Rosário,CE,camara
Suplente,178868,PSB       ,CE,Suplente,Odorico Monteiro,CE,camara
Suplente,74399,,,Suplente,Onyx Lorenzoni,CE,camara
Suplente,73463,PP        ,PR,Suplente,Osmar Serraglio,CE,camara
Suplente,74319,PTB       ,PI,Suplente,Paes Landim,CE,camara
Suplente,74449,PTB       ,MA,Suplente,Pedro Fernandes,CE,camara
Suplente,178951,PSB       ,RN,Suplente,Rafael Motta,CE,camara
Suplente,160630,PT        ,MT,Suplente,Ságuas Moraes,CE,camara
Suplente,74762,MDB       ,MG,Suplente,Saraiva Felipe,CE,camara
Suplente,178874,PDT       ,ES,Suplente,Sergio Vidigal,CE,camara
Suplente,178947,DEM       ,RJ,Suplente,Sóstenes Cavalcante,CE,camara
Suplente,74385,PSC       ,PR,Suplente,Takayama,CE,camara
Suplente,160611,PP        ,MG,Suplente,Toninho Pinheiro,CE,camara
Suplente,178913,PSB       ,PB,Suplente,Veneziano Vital do Rêgo,CE,camara
Suplente,160636,PTB       ,PB,Suplente,Wilson Filho,CE,camara
Suplente,178949,PHS       ,RN,Suplente,Zenaide Maia,CE,camara
Presidente,74317,PSD       ,PI,Titular,Júlio Cesar,CECONTAS,camara
SegundoVice-Presidente,4931,PSDB      ,DF,Titular,Izalci Lucas,CECONTAS,camara
TerceiroVice-Presidente,178848,PSDB      ,AM,Titular,Conceição Sampaio,CECONTAS,camara
Titular,160665,SOLIDARI  ,PE,Titular,Augusto Coutinho,CECONTAS,camara
Titular,74535,PTB       ,BA,Titular,Benito Gama,CECONTAS,camara
Titular,178829,PR        ,SP,Titular,Capitão Augusto,CECONTAS,camara
Titular,141405,MDB       ,SC,Titular,Celso Maldaner,CECONTAS,camara
Titular,178848,PSDB      ,AM,Titular,Conceição Sampaio,CECONTAS,camara
Titular,178963,PP        ,RS,Titular,Covatti Filho,CECONTAS,camara
Titular,164359,PSL       ,GO,Titular,Delegado Waldir,CECONTAS,camara
Titular,143632,PSD       ,CE,Titular,Domingos Neto,CECONTAS,camara
Titular,160578,PSD       ,PR,Titular,Edmar Arruda,CECONTAS,camara
Titular,141422,DEM       ,PB,Titular,Efraim Filho,CECONTAS,camara
Titular,178905,DEM       ,MT,Titular,Fabio Garcia,CECONTAS,camara
Titular,141431,DEM       ,PE,Titular,Fernando Coelho Filho,CECONTAS,camara
Titular,178849,PDT       ,AM,Titular,Hissa Abrahão,CECONTAS,camara
Titular,4931,PSDB      ,DF,Titular,Izalci Lucas,CECONTAS,camara
Titular,74317,PSD       ,PI,Titular,Júlio Cesar,CECONTAS,camara
Titular,73778,PSDB      ,PR,Titular,Luiz Carlos Hauly,CECONTAS,camara
Titular,178802,PR        ,RJ,Titular,Luiz Carlos Ramos,CECONTAS,camara
Titular,76287,PSD       ,RJ,Titular,Marcelo Matos,CECONTAS,camara
Titular,178897,DEM       ,MG,Titular,Rodrigo Pacheco,CECONTAS,camara
Suplente,144523,MDB       ,GO,Suplente,Daniel Vilela,CECONTAS,camara
Suplente,74270,PSC       ,SP,Suplente,Gilberto Nascimento,CECONTAS,camara
Suplente,178884,MDB       ,MA,Suplente,Hildo Rocha,CECONTAS,camara
Suplente,74665,PROS      ,MG,Suplente,Jaime Martins,CECONTAS,camara
Suplente,160619,PSD       ,BA,Suplente,José Nunes,CECONTAS,camara
Suplente,74253,PP        ,RJ,Suplente,Julio Lopes,CECONTAS,camara
Suplente,178913,PSB       ,PB,Suplente,Veneziano Vital do Rêgo,CECONTAS,camara
Presidente,74235,PP        ,ES,Titular,Marcus Vicente,CEDOS,camara
Titular,160643,SOLIDARI  ,ES,Titular,Dr. Jorge Silva,CEDOS,camara
Titular,74235,PP        ,ES,Titular,Marcus Vicente,CEDOS,camara
Titular,178858,PP        ,BA,Titular,Mário Negromonte Jr.,CEDOS,camara
Presidente,178981,MDB       ,SP,Titular,Herculano Passos,CEECON,camara
Titular,69871,PODE      ,BA,Titular,Bacelar,CEECON,camara
Titular,74651,DEM       ,MG,Titular,Carlos Melles,CEECON,camara
Titular,178963,PP        ,RS,Titular,Covatti Filho,CEECON,camara
Titular,74060,PCdoB     ,BA,Titular,Daniel Almeida,CEECON,camara
Titular,178916,PPS       ,PE,Titular,Daniel Coelho,CEECON,camara
Titular,134812,PSOL      ,PA,Titular,Edmilson Rodrigues,CEECON,camara
Titular,160532,DEM       ,SP,Titular,Eli Corrêa Filho,CEECON,camara
Titular,178871,PP        ,ES,Titular,Evair Vieira de Melo,CEECON,camara
Titular,66828,PP        ,SP,Titular,Fausto Pinato,CEECON,camara
Titular,141430,,,Titular,Felipe Bornier,CEECON,camara
Titular,178980,PSD       ,SP,Titular,Goulart,CEECON,camara
Titular,178873,PT        ,ES,Titular,Helder Salomão,CEECON,camara
Titular,178981,MDB       ,SP,Titular,Herculano Passos,CEECON,camara
Titular,178884,MDB       ,MA,Titular,Hildo Rocha,CEECON,camara
Titular,178849,PDT       ,AM,Titular,Hissa Abrahão,CEECON,camara
Titular,160573,MDB       ,PR,Titular,João Arruda,CEECON,camara
Titular,141458,PR        ,BA,Titular,João Carlos Bacelar,CEECON,camara
Titular,74554,PR        ,BA,Titular,José Rocha,CEECON,camara
Titular,74253,PP        ,RJ,Titular,Julio Lopes,CEECON,camara
Titular,151208,PP        ,SE,Titular,Laercio Oliveira,CEECON,camara
Titular,171619,PT        ,MG,Titular,Margarida Salomão,CEECON,camara
Titular,178997,MDB       ,CE,Titular,Moses Rodrigues,CEECON,camara
Titular,178987,PCdoB     ,SP,Titular,Orlando Silva,CEECON,camara
Titular,141488,PT        ,SP,Titular,Paulo Teixeira,CEECON,camara
Titular,141445,PT        ,RS,Titular,Pepe Vargas,CEECON,camara
Titular,178951,PSB       ,RN,Titular,Rafael Motta,CEECON,camara
Titular,74216,PSDB      ,CE,Titular,Raimundo Gomes de Matos,CEECON,camara
Titular,160617,PSD       ,GO,Titular,Thiago Peixoto,CEECON,camara
Titular,178992,PSDB      ,SP,Titular,Vitor Lippi,CEECON,camara
Suplente,160511,PSB       ,RJ,Suplente,Alessandro Molon,CEECON,camara
Suplente,178875,,,Suplente,Alexandre Baldy,CEECON,camara
Suplente,133439,PDT       ,CE,Suplente,André Figueiredo,CEECON,camara
Suplente,74833,PSD       ,RJ,Suplente,Arolde de Oliveira,CEECON,camara
Suplente,72912,PT        ,RJ,Suplente,Celso Pansera,CEECON,camara
Suplente,141411,PDT       ,MS,Suplente,Dagoberto Nogueira,CEECON,camara
Suplente,160607,PSB       ,RS,Suplente,Jose Stédile,CEECON,camara
Suplente,178942,MDB       ,RJ,Suplente,Marco Antônio Cabral,CEECON,camara
Suplente,141507,MDB       ,SC,Suplente,Mauro Mariani,CEECON,camara
Suplente,74359,PTB       ,RO,Suplente,Nilton Capixaba,CEECON,camara
Suplente,74812,MDB       ,GO,Suplente,Pedro Chaves,CEECON,camara
Presidente,178974,PT        ,SP,Titular,Andres Sanchez,CEESPORT,camara
PrimeiroVice-Presidente,136811,PP        ,RS,Titular,Afonso Hamm,CEESPORT,camara
SegundoVice-Presidente,74554,PR        ,BA,Titular,José Rocha,CEESPORT,camara
TerceiroVice-Presidente,178980,PSD       ,SP,Titular,Goulart,CEESPORT,camara
Titular,136811,PP        ,RS,Titular,Afonso Hamm,CEESPORT,camara
Titular,133439,PDT       ,CE,Titular,André Figueiredo,CEESPORT,camara
Titular,178974,PT        ,SP,Titular,Andres Sanchez,CEESPORT,camara
Titular,178847,,,Titular,Arthur Virgílio Bisneto,CEESPORT,camara
Titular,178865,AVANTE    ,CE,Titular,Cabo Sabino,CEESPORT,camara
Titular,144523,MDB       ,GO,Titular,Daniel Vilela,CEESPORT,camara
Titular,160552,PSD       ,RS,Titular,Danrlei de Deus Hinterholz,CEESPORT,camara
Titular,74172,PTB       ,RJ,Titular,Deley,CEESPORT,camara
Titular,178980,PSD       ,SP,Titular,Goulart,CEESPORT,camara
Titular,178909,DEM       ,PA,Titular,Hélio Leite,CEESPORT,camara
Titular,178959,PP        ,RR,Titular,Hiran Gonçalves,CEESPORT,camara
Titular,160573,MDB       ,PR,Titular,João Arruda,CEESPORT,camara
Titular,74554,PR        ,BA,Titular,José Rocha,CEESPORT,camara
Titular,178879,SOLIDARI  ,GO,Titular,Lucas Vergilio,CEESPORT,camara
Titular,146788,PHS       ,MG,Titular,Marcelo Aro,CEESPORT,camara
Titular,150418,PRB       ,BA,Titular,Márcio Marinho,CEESPORT,camara
Titular,74235,PP        ,ES,Titular,Marcus Vicente,CEESPORT,camara
Titular,178987,PCdoB     ,SP,Titular,Orlando Silva,CEESPORT,camara
Titular,141515,,,Titular,Otavio Leite,CEESPORT,camara
Titular,141535,PSDB      ,RN,Titular,Rogério Marinho,CEESPORT,camara
Titular,74210,,,Titular,Sarney Filho,CEESPORT,camara
Titular,178863,PPL       ,BA,Titular,Uldurico Junior,CEESPORT,camara
Titular,141384,PSB       ,SE,Titular,Valadares Filho,CEESPORT,camara
Titular,160622,PT        ,SP,Titular,Vicente Candido,CEESPORT,camara
Suplente,73434,PP        ,SP,Suplente,Arnaldo Faria de Sá,CEESPORT,camara
Suplente,160665,SOLIDARI  ,PE,Suplente,Augusto Coutinho,CEESPORT,camara
Suplente,178930,PSD       ,PR,Suplente,Evandro Roman,CEESPORT,camara
Suplente,178969,PSD       ,SE,Suplente,Fábio Mitidieri,CEESPORT,camara
Suplente,178877,PSDB      ,GO,Suplente,Fábio Sousa,CEESPORT,camara
Suplente,178965,REDE      ,RS,Suplente,João Derly,CEESPORT,camara
Suplente,74395,PP        ,RS,Suplente,José Otávio Germano,CEESPORT,camara
Suplente,73666,PTB       ,GO,Suplente,Jovair Arantes,CEESPORT,camara
Suplente,74277,PSDB      ,SP,Suplente,Lobbe Neto,CEESPORT,camara
Suplente,178844,PSDB      ,AL,Suplente,Pedro Vilela,CEESPORT,camara
Suplente,152610,PRB       ,SP,Suplente,Roberto Alves,CEESPORT,camara
Suplente,178995,PDT       ,AP,Suplente,Roberto Góes,CEESPORT,camara
Suplente,160651,MDB       ,SC,Suplente,Rogério Peninha Mendonça,CEESPORT,camara
Titular,74650,DEM       ,MG,Titular,Bonifácio de Andrada,CEINDEP,camara
Titular,178828,PV        ,SP,Titular,Evandro Gussi,CEINDEP,camara
Titular,178832,PV        ,PR,Titular,Leandre,CEINDEP,camara
Titular,178946,PR        ,RJ,Titular,Soraya Santos,CEINDEP,camara
