cargo,id_parlamentar,nome,partido,uf,situacao,sigla,casa,foto
TITULAR,122158,Pedro Paulo,DEM,RJ,Titular,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/122158.jpg
SUPLENTE,204529,Policial Katia Sastre,PR,SP,Suplente,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/204529.jpg
SUPLENTE,204366,Rodrigo Coelho,PSB,SC,Suplente,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/204366.jpg
TITULAR,73604,Rui Falcão,PT,SP,Titular,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/73604.jpg
TITULAR,160635,Ruy Carneiro,PSDB,PB,Titular,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/160635.jpg
PRESIDENTE,178933,Sergio Souza,MDB,PR,Titular,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/178933.jpg
TITULAR,204557,Sidney Leite,PSD,AM,Titular,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/204557.jpg
SUPLENTE,74356,Silas Câmara,PRB,AM,Suplente,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/74356.jpg
TERCEIRO VICE-PRESIDENTE,204478,Vinicius Farah,MDB,RJ,Titular,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/204478.jpg
TITULAR,178952,Walter Alves,MDB,RN,Titular,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/178952.jpg
SUPLENTE,74043,Wellington Roberto,PR,PB,Suplente,CFT,camara,https://www.camara.leg.br/internet/deputado/bandep/74043.jpg
SUPLENTE,121948,Adriano do Baldy,PP,GO,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/121948.jpg
TITULAR,178881,Aluisio Mendes,PODE,MA,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg
SUPLENTE,204515,André Janones,AVANTE,MG,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204515.jpg
SUPLENTE,74090,Átila Lins,PP,AM,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/74090.jpg
TITULAR,204507,Carla Zambelli,PSL,SP,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204507.jpg
TITULAR,204460,Carlos Jordy,PSL,RJ,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg
TITULAR,204459,Daniela do Waguinho,MDB,RJ,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg
SUPLENTE,204562,Edilázio Júnior,PSD,MA,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204562.jpg
SUPLENTE,204552,Eduardo Braide,PMN,MA,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204552.jpg
SUPLENTE,204389,Elias Vaz,PSB,GO,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204389.jpg
TITULAR,204427,Fernando Rodolfo,PR,PE,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204427.jpg
SUPLENTE,160598,Flávia Morais,PDT,GO,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg
TITULAR,204491,Gilberto Abramo,PRB,MG,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204491.jpg
TITULAR,204408,Gustinho Ribeiro,SOLIDARI,SE,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204408.jpg
SUPLENTE,178884,Hildo Rocha,MDB,MA,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/178884.jpg
TITULAR,160674,Hugo Motta,PRB,PB,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/160674.jpg
SUPLENTE,141458,João Carlos Bacelar,PR,BA,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg
SUPLENTE,178857,Jorge Solla,PT,BA,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/178857.jpg
SUPLENTE,204391,José Nelto,PODE,GO,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204391.jpg
TITULAR,204457,Juninho do Pneu,DEM,RJ,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204457.jpg
SUPLENTE,204502,Júnior Bozzella,PSL,SP,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204502.jpg
SUPLENTE,204550,Júnior Mano,PR,CE,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204550.jpg
PRESIDENTE,204547,Léo Motta,PSL,MG,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204547.jpg
TITULAR,156190,Marcel Van Hattem,NOVO,RS,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/156190.jpg
SUPLENTE,81055,Márcio Jerry,PCdoB,MA,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/81055.jpg
PRIMEIRO VICE-PRESIDENTE,204452,Márcio Labre,PSL,RJ,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204452.jpg
SUPLENTE,194260,Nivaldo Albuquerque,PTB,AL,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/194260.jpg
SUPLENTE,160556,Padre João,PT,MG,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/160556.jpg
SUPLENTE,122158,Pedro Paulo,DEM,RJ,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/122158.jpg
TITULAR,73788,Ricardo Barros,PP,PR,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/73788.jpg
SUPLENTE,204360,Silvia Cristina,PDT,RO,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204360.jpg
SUPLENTE,204425,Silvio Costa Filho,PRB,PE,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/204425.jpg
SUPLENTE,160591,Vinicius Gurgel,PR,AP,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/160591.jpg
TITULAR,74043,Wellington Roberto,PR,PB,Titular,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/74043.jpg
SUPLENTE,74044,Wilson Santiago,PTB,PB,Suplente,CFFC,camara,https://www.camara.leg.br/internet/deputado/bandep/74044.jpg
SUPLENTE,204379,Acácio Favacho,PROS,AP,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204379.jpg
TITULAR,204560,Adolfo Viana,PSDB,BA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204560.jpg
TITULAR,204495,Airton Faleiro,PT,PA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg
TITULAR,204353,Aline Gurgel,PRB,AP,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204353.jpg
TITULAR,178937,Altineu Côrtes,PR,RJ,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg
TITULAR,73433,Arlindo Chinaglia,PT,SP,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg
TITULAR,141391,Arnaldo Jardim,CIDADANIA,SP,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg
SUPLENTE,160600,Arthur Oliveira Maia,DEM,BA,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160600.jpg
PRIMEIRO VICE-PRESIDENTE,109429,Benes Leocádio,PRB,RN,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/109429.jpg
SUPLENTE,178948,Beto Rosado,PP,RN,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178948.jpg
SUPLENTE,141513,Bilac Pinto,DEM,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141513.jpg
SUPLENTE,204361,Carlos Chiodini,MDB,SC,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg
TITULAR,178993,Carlos Henrique Gaguim,DEM,TO,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg
SUPLENTE,141398,Carlos Zarattini,PT,SP,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg
SEGUNDO VICE-PRESIDENTE,204499,Cássio Andrade,PSB,PA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204499.jpg
SUPLENTE,204496,Celso Sabino,PSDB,PA,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204496.jpg
TITULAR,205476,Charles Fernandes,PSD,BA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/205476.jpg
TITULAR,204440,Christino Aureo,PP,RJ,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204440.jpg
SUPLENTE,141408,Cleber Verde,PRB,MA,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141408.jpg
TITULAR,204376,Coronel Armando,PSL,SC,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204376.jpg
TITULAR,204378,Coronel Chrisóstomo,PSL,RO,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg
SUPLENTE,204367,Daniel Freitas,PSL,SC,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204367.jpg
TITULAR,204454,Daniel Silveira,PSL,RJ,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204454.jpg
TITULAR,160552,Danrlei de Deus Hinterholz,PSD,RS,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160552.jpg
SUPLENTE,204355,Da Vitoria,CIDADANIA,ES,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204355.jpg
SUPLENTE,178908,Delegado Éder Mauro,PSD,PA,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178908.jpg
SUPLENTE,204512,Delegado Marcelo Freitas,PSL,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204512.jpg
SUPLENTE,204569,Delegado Pablo,PSL,AM,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204569.jpg
SUPLENTE,204518,Dr. Frederico,PATRI,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
TERCEIRO VICE-PRESIDENTE,141417,Edio Lopes,PR,RR,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141417.jpg
TITULAR,204421,Edna Henrique,PSDB,PB,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204421.jpg
SUPLENTE,204541,Eduardo Bismarck,PDT,CE,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204541.jpg
TITULAR,74075,Elcione Barbalho,MDB,PA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg
SUPLENTE,204389,Elias Vaz,PSB,GO,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204389.jpg
SUPLENTE,160640,Eros Biondini,PROS,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160640.jpg
SUPLENTE,178930,Evandro Roman,PSD,PR,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178930.jpg
TITULAR,141427,Fábio Ramalho,MDB,MG,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141427.jpg
SUPLENTE,204368,Fabio Schiochet,PSL,SC,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204368.jpg
SUPLENTE,66828,Fausto Pinato,PP,SP,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/66828.jpg
TITULAR,204477,Felício Laterça,PSL,RJ,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204477.jpg
TITULAR,141431,Fernando Coelho Filho,DEM,PE,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141431.jpg
SUPLENTE,204392,Francisco Jr.,PSD,GO,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204392.jpg
SUPLENTE,204510,Franco Cartafina,PP,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204510.jpg
SUPLENTE,115746,Gelson Azevedo,PR,RJ,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/115746.jpg
TITULAR,198197,Greyce Elias,AVANTE,MG,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/198197.jpg
SUPLENTE,204539,Hercílio Coelho Diniz,MDB,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204539.jpg
TITULAR,73772,Hermes Parcianello,MDB,PR,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/73772.jpg
TITULAR,204508,Igor Timo,PODE,MG,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204508.jpg
TITULAR,160531,Jhonatan de Jesus,PRB,RR,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160531.jpg
TITULAR,141458,João Carlos Bacelar,PR,BA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg
SUPLENTE,141459,João Maia,PR,RN,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141459.jpg
SUPLENTE,204576,João Roma,PRB,BA,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204576.jpg
TITULAR,178910,Joaquim Passarinho,PSD,PA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178910.jpg
SUPLENTE,204468,Joenia Wapichana,REDE,RR,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204468.jpg
SUPLENTE,204391,José Nelto,PODE,GO,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204391.jpg
TITULAR,204497,Júnior Ferrari,PSD,PA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204497.jpg
TITULAR,151208,Laercio Oliveira,PP,SE,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/151208.jpg
SUPLENTE,204359,Léo Moraes,PODE,RO,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204359.jpg
SUPLENTE,74299,Leônidas Cristino,PDT,CE,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg
TITULAR,92102,Leur Lomanto Júnior,DEM,BA,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/92102.jpg
SUPLENTE,204523,Lucas Gonzalez,NOVO,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204523.jpg
SUPLENTE,204404,Lucas Redecker,PSDB,RS,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204404.jpg
SUPLENTE,178954,Lucio Mosquini,MDB,RO,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg
SUPLENTE,160510,Luis Tibé,AVANTE,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160510.jpg
SUPLENTE,178858,Mário Negromonte Jr.,PP,BA,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178858.jpg
SUPLENTE,204403,Marlon Santos,PDT,RS,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204403.jpg
TITULAR,188097,Merlong Solano,PT,PI,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/188097.jpg
TITULAR,204415,Nereu Crispim,PSL,RS,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204415.jpg
SUPLENTE,204479,Nicoletti,PSL,RR,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204479.jpg
TITULAR,178987,Orlando Silva,PCdoB,SP,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg
SUPLENTE,204475,Otaci Nascimento,SOLIDARI,RR,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204475.jpg
TITULAR,160556,Padre João,PT,MG,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160556.jpg
SUPLENTE,73943,Perpétua Almeida,PCdoB,AC,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/73943.jpg
TITULAR,178951,Rafael Motta,PSB,RN,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178951.jpg
TITULAR,160655,Ricardo Izar,PP,SP,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160655.jpg
TITULAR,141531,Rodrigo de Castro,PSDB,MG,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141531.jpg
SUPLENTE,178861,Ronaldo Carletto,PP,BA,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178861.jpg
TITULAR,74371,Rubens Otoni,PT,GO,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74371.jpg
SUPLENTE,178990,Samuel Moreira,PSDB,SP,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178990.jpg
SUPLENTE,204399,Schiavinato,PP,PR,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204399.jpg
TITULAR,178921,Sebastião Oliveira,PR,PE,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178921.jpg
SUPLENTE,178933,Sergio Souza,MDB,PR,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178933.jpg
SUPLENTE,204438,Sergio Toledo,PR,AL,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204438.jpg
PRESIDENTE,74356,Silas Câmara,PRB,AM,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74356.jpg
TITULAR,195866,Vaidon Oliveira,PROS,CE,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/195866.jpg
SUPLENTE,74376,Vander Loubet,PT,MS,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74376.jpg
SUPLENTE,204483,Vilson da Fetaemg,PSB,MG,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204483.jpg
SUPLENTE,74043,Wellington Roberto,PR,PB,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74043.jpg
SUPLENTE,204463,Wladimir Garotinho,PSD,RJ,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204463.jpg
TITULAR,204528,Adriana Ventura,NOVO,SP,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204528.jpg
SUPLENTE,136811,Afonso Hamm,PP,RS,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/136811.jpg
SUPLENTE,178836,Alan Rick,DEM,AC,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178836.jpg
SUPLENTE,204413,Alcides Rodrigues ,PRP,GO,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204413.jpg
TITULAR,204503,Alexandre Padilha,PT,SP,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204503.jpg
PRIMEIRO VICE-PRESIDENTE,178833,Alexandre Serfiotis,PSD,RJ,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178833.jpg
SUPLENTE,204571,Alex Santana,PDT,BA,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204571.jpg
SUPLENTE,74057,Alice Portugal,PCdoB,BA,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg
TITULAR,204515,André Janones,AVANTE,MG,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204515.jpg
PRESIDENTE,160553,Antonio Brito,PSD,BA,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/160553.jpg
SUPLENTE,73433,Arlindo Chinaglia,PT,SP,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg
TITULAR,159237,Assis Carvalho,PT,PI,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/159237.jpg
TITULAR,73701,Benedita da Silva,PT,RJ,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg
TITULAR,204397,Boca Aberta,PROS,PR,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204397.jpg
TITULAR,164360,Carmen Zanotto,CIDADANIA,SC,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg
TITULAR,204380,Celina Leão,PP,DF,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204380.jpg
TITULAR,178876,Célio Silveira,PSDB,GO,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg
SUPLENTE,141439,Chico D'Angelo,PDT,RJ,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/141439.jpg
SUPLENTE,204462,Chris Tonietto,PSL,RJ,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204462.jpg
SUPLENTE,204459,Daniela do Waguinho,MDB,RJ,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg
SUPLENTE,204409,Daniel Trzeciak,PSDB,RS,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204409.jpg
TITULAR,73891,Darcísio Perondi,MDB,RS,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/73891.jpg
SUPLENTE,204542,Denis Bezerra,PSB,CE,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204542.jpg
SUPLENTE,178929,Diego Garcia,PODE,PR,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178929.jpg
TITULAR,81297,Dra. Soraya Manato,PSL,ES,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/81297.jpg
TITULAR,204518,Dr. Frederico,PATRI,MG,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
TITULAR,204481,Dr. Jaziel,PR,CE,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204481.jpg
SUPLENTE,204439,Dr. Leonardo,SOLIDARI,MT,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204439.jpg
TITULAR,204450,Dr. Luiz Antonio Teixeira Jr.,PP,RJ,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204450.jpg
TITULAR,204351,Dr. Luiz Ovando,PSL,MS,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204351.jpg
TITULAR,204412,Dr. Zacharias Calil,DEM,GO,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204412.jpg
TITULAR,178994,Dulce Miranda,MDB,TO,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178994.jpg
TITULAR,74655,Eduardo Barbosa,PSDB,MG,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/74655.jpg
TITULAR,204552,Eduardo Braide,PMN,MA,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204552.jpg
TITULAR,204500,Eduardo Costa,PTB,PA,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204500.jpg
TITULAR,207309,Enéias Reis,PSL,MG,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/207309.jpg
SUPLENTE,160575,Erika Kokay,PT,DF,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/160575.jpg
TITULAR,204407,Fernanda Melchionna ,PSOL,RS,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204407.jpg
TITULAR,204354,Flávia Arruda,PR,DF,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204354.jpg
SUPLENTE,160598,Flávia Morais,PDT,GO,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg
SUPLENTE,141434,Flaviano Melo,MDB,AC,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/141434.jpg
TITULAR,204447,Flordelis,PSD,RJ,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204447.jpg
TITULAR,178966,Geovania de Sá,PSDB,SC,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178966.jpg
SUPLENTE,204575,Gil Cutrim,PDT,MA,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204575.jpg
SUPLENTE,178964,Heitor Schuch,PSB,RS,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178964.jpg
SUPLENTE,73482,Henrique Fontana,PT,RS,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/73482.jpg
SUPLENTE,178959,Hiran Gonçalves,PP,RR,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178959.jpg
SUPLENTE,67138,Iracema Portella,PP,PI,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/67138.jpg
TITULAR,74848,Jandira Feghali,PCdoB,RJ,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg
SUPLENTE,178839,Jéssica Sales,MDB,AC,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178839.jpg
SUPLENTE,74366,João Campos,PRB,GO,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/74366.jpg
SUPLENTE,204576,João Roma,PRB,BA,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204576.jpg
TITULAR,178857,Jorge Solla,PT,BA,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178857.jpg
SUPLENTE,204497,Júnior Ferrari,PSD,PA,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204497.jpg
TITULAR,178886,Juscelino Filho,DEM,MA,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178886.jpg
SUPLENTE,160534,Lauriete,PR,ES,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/160534.jpg
TITULAR,178832,Leandre,PV,PR,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178832.jpg
SUPLENTE,204547,Léo Motta,PSL,MG,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204547.jpg
TITULAR,204405,Liziane Bayer,PSB,RS,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204405.jpg
TITULAR,178931,Luciano Ducci,PSB,PR,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178931.jpg
SUPLENTE,204448,Luiz Antônio Corrêa,S.PART.,RJ,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204448.jpg
SUPLENTE,204455,Luiz Lima,PSL,RJ,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204455.jpg
SUPLENTE,178983,Marcio Alvino,PR,SP,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178983.jpg
TITULAR,204522,Marco Bertaiolli,PSD,SP,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204522.jpg
SUPLENTE,178956,Mariana Carvalho,PSDB,RO,Suplente,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178956.jpg
TITULAR,204428,Marília Arraes,PT,PE,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204428.jpg
TITULAR,204432,Marina Santos ,SOLIDARI,PI,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/204432.jpg
SEGUNDO VICE-PRESIDENTE,178843,Marx Beltrão,PSD,AL,Titular,CSSF,camara,https://www.camara.leg.br/internet/deputado/bandep/178843.jpg
