id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,autor_nome,autor_uf,autor_partido,regime_tramitacao,forma_apreciacao,relator_id,relator_id_parlametria,id_leggo
2136332,PL,7578,Institui o Patrimônio Verde e dá outras providências. ,2017-05-09T16:21:00Z,camara,camara,Zé Silva,MG,SOLIDARIEDADE,Ordinária,Conclusiva,178928,1178928,883
2217253,PL,4689,"Acrescenta dispositivos ao art. 26 da Lei nº 12.651, de 2012, para fortalecer o monitoramento e controle das autorizações de desmatamento de vegetação nativa e dá outras providências. ",2019-08-27T14:22:00Z,camara,camara,Zé Vitor,MG,PL,Ordinária,Plenário,146307,1146307,884
20529,PL,3968,Isenta os órgãos públicos e as entidades filantrópicas do pagamento de direitos autorais pelo uso de obras musicais e lítero-musicais em eventos por eles promovidos. ,1997-12-09T00:00:00Z,camara,camara,SERAFIM VENZON,SC,PSDB,Urgência,Plenário,178989,1178989,887
2233986,PL,6438,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas - Sinarm e define crimes, e dá outras providências. ",2019-12-12T10:43:00Z,camara,camara,Poder Executivo,NA,NA,Prioridade,Plenário,92346,192346,897
2189814,PDC,1154,"Aprova o texto da Emenda à Convenção sobre a Proteção Física do Material Nuclear, endossada pelo Brasil por ocasião da Conferência da Emenda da referida Convenção, ocorrida em 2005, em Viena. ",2018-12-13T16:22:00Z,camara,NA,LUCAS DE BARROS,NA,NA,Urgência,Plenário,178977,1178977,898
2225761,PL,5570,"Altera a Lei 7.998, de 11 de janeiro de 1990, para dispor sobre a destinação de recursos do Fundo de Amparo ao trabalhador para a geração de emprego e renda por meio do financiamento de veículos de transporte coletivo de passageiros em micro-ônibus ou vans. ",2019-10-16T21:17:00Z,camara,camara,Zé Neto,BA,PT,Urgência,Plenário,204398,1204398,903
2192251,PLP,36,"Altera o art. 1º da Lei Complementar nº 64, de 18 de maio de 1990, para estabelecer que a concessão de indulto, graça ou anistia não afasta a inelegibilidade decorrente de condenação criminal. ",2019-02-14T17:01:00Z,camara,camara,José Medeiros,MT,PODE,Prioridade,Plenário,204528,1204528,904
2220389,PL,5069,"Altera o Decreto-Lei nº 5.452, de 1º de maio de 1943 - Consolidação das Leis do Trabalho - CLT, com as modificações introduzidas pela Lei nº 13.467, de 13 de julho de 2017, para inclusão da Seção IV-B, no Título III, Capítulo I, para dispor sobre a relação de emprego entre empresas e empregados que exercem atividades através da plataforma de aplicativos de transporte terrestre e dá outras providências. ",2019-09-17T10:38:00Z,camara,camara,Gervásio Maia,PB,PSB,Ordinária,Conclusiva,160665,1160665,914
614512,PL,4157,Anula débitos tributários oriundos de multas que especifica. ,2014-05-07T17:42:00Z,camara,camara,Laercio Oliveira,SE,PP,Ordinária,Plenário,178879,1178879,917
2150592,PL,8518,"Altera a Lei nº 13.116, de 20 de abril de 2015, disciplinando o licenciamento temporário para a instalação de infraestruturas de telecomunicações em áreas urbanas. ",2017-09-05T17:57:00Z,camara,camara,ODORICO MONTEIRO+Vitor Lippi,CE+SP,PSB+PSDB,Ordinária,Conclusiva,178990,1178990,921
2222789,PDL,644,"Susta o Decreto nº 9.188, de 1 de novembro de 2017. ",2019-10-01T19:24:00Z,camara,camara,André Figueiredo+Carlos Zarattini+Daniel Almeida+Ivan Valente+Jandira Feghali+Paulo Pimenta+Tadeu Alencar,CE+SP+BA+SP+RJ+RS+PE,PDT+PT+PCdoB+PSOL+PCdoB+PT+PSB,Indefinido,Plenário,204551,1204551,923
2165194,PEC,391,Altera o art. 159 da Constituição Federal para disciplinar a distribuição de recursos pela União ao Fundo de Participação dos Municípios. ,2017-12-07T15:13:00Z,camara,NA,,NA,NA,Especial,Plenário,74317,174317,924
2170681,PL,9931,"Tipifica o crime de divulgação de notícias ou informações falsas. Altera o Decreto-lei nº 2.848, de 1940; a Lei nº 12.965, de 2014 e o Decreto-lei nº 3.689, de 1941.",2018-04-03T16:57:00Z,camara,camara,Erika Kokay,DF,PT,Ordinária,Plenário,72912,172912,941
301799,PL,5974,Dispõe sobre incentivos fiscais para projetos ambientais. ,2005-09-29T15:46:00Z,camara,NA,,NA,NA,Urgência,Plenário,74210,174210,947
1234065,PL,1465,"Cria incentivos fiscais e creditícios a pessoas físicas e jurídicas que promovam a reposição florestal ou desassoreamento de rios, córregos, cursos de água ou nascentes e dá outras providências. Altera as Leis nº 12.65, de 2012; 11.284, de 2006 e 8.427, de 1992.",2015-05-07T18:42:00Z,camara,camara,AUGUSTO CARVALHO,DF,SOLIDARIEDADE,Ordinária,Conclusiva,66828,166828,949
530527,PL,2883,"Institui o Fundo Nacional de Defesa Animal e autoriza deduzir do imposto de renda das pessoas físicas e jurídicas as doações efetuadas ao Fundo Nacionais de Defesa Animal. Altera a Lei nº 9.250, de 1995.",2011-12-07T18:46:00Z,camara,camara,Ricardo Izar,SP,PP,Ordinária,Conclusiva,204494,1204494,951
556910,PL,4536,"Dispõe sobre a instituição de incentivo fiscal para a implantação de coletores ou painéis solares para aquecimento de água em edificações públicas e privadas, e sobre a obrigatoriedade de implantação de coletores ou painéis solares para aquecimento de água em edificações pertencentes à Administração Pública Federal. ",2012-10-11T15:17:00Z,camara,camara,WELLINGTON FAGUNDES,MT,PR,Ordinária,Conclusiva,178952,1178952,953
619117,PL,7728,"Altera a Lei nº 10.295, de 17 de outubro de 2001, que dispõe sobre a Política Nacional de Conservação e Uso Racional de Energia, para estabelecer medidas de compensação tributária para indústrias de consumo eletrointensivo que reduzam espontaneamente a demanda de energia elétrica no processo produtivo. ",2014-06-24T10:50:00Z,camara,camara,Eduardo da Fonte,PE,PP,Ordinária,Conclusiva,141458,1141458,954
2083042,PL,5131,Cria a política de incentivo à produção de alimentos livres de agrotóxicos e funcionais. ,2016-05-03T16:27:00Z,camara,camara,Carlos Henrique Gaguim,TO,DEM,Prioridade,Plenário,162332,1162332,955
354998,PLP,73,"Propõe uma Reformulação Tributária Ecológica, a fim de regulamentar o artigo 146-A, da Constituição Federal, instituir os princípios da essencialidade e do diferencial tributário pela sustentabilidade ambiental e oneração das emissões de gases de efeito estufa, e criar a taxação sobre o carbono (""carbon tax""), na forma de Contribuição de Intervenção no Domínio Econômico, para a sustentabilidade ambiental e a mitigação do aquecimento global. Regulamenta a Constituição Federal de 1988.",2007-06-12T16:14:00Z,camara,camara,ANTONIO CARLOS MENDES THAME+LUIZ CARLOS HAULY,SP+PR,PV+PSDB,Prioridade,Plenário,204404,1204404,958
110587,PL,723,"Institui a Bolsa-Universidade, que permite dedução no imposto de renda às pessoas físicas e jurídicas, e dá outras providências. ",2003-04-09T00:00:00Z,camara,camara,Onyx Lorenzoni,RS,DEM,Ordinária,Conclusiva,74057,174057,961
496224,PL,846,"Dispõe sobre a natureza das bolsas de estudo de graduação, pós-graduação, pesquisa e extensão e dá outras providências. Estabelece que as bolsas de estudo para cursos de graduação, pós-gradução, extensão e pesquisa, concedidas a alunos e docentes por entidades públicas ou privadas de fomento, não integram o salário ou rendimento do trabalho e devem receber isenções tributárias.",2011-03-24T17:54:00Z,camara,camara,Hugo Leal,RJ,PSD,Ordinária,Conclusiva,204374,1204374,962
597866,PL,6620,"Altera a Lei nº 8.069, de 13 de julho de 1990, que ""Dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências""; para permitir a realização de doações aos Fundos dos Direitos da Criança e do Adolescente - nacional, estadual ou municipal -, referentes ao ano-calendário anterior, até o limite de 6% na data da entrega da declaração do Imposto sobre a Renda no ano-exercício subsequente. ",2013-10-23T11:32:00Z,camara,camara,EDMAR ARRUDA,PR,PSD,Ordinária,Conclusiva,160598,1160598,963
493350,PL,581,"Altera a legislação do imposto de renda das pessoas físicas para tornar permanente a dedução da contribuição patronal paga à Previdência Social pelo empregador, incidente sobre o valor da remuneração do empregado doméstico. Altera a Lei nº 9.250, de 26 de dezembro de 1995.",2011-02-23T19:23:00Z,camara,camara,VIEIRA DA CUNHA,RS,PDT,Prioridade,Plenário,74317,174317,964
615505,PL,7559,"Institui o Fundo Nacional para a Promoção dos Direitos da Mulher, autoriza deduzir do imposto de renda devido pelas pessoas físicas e jurídicas as doações efetuadas aos Fundos Municipais, Estaduais e Nacional para a Promoção dos Direitos da Mulher e dá outras providências. Altera a Lei nº 9.250, de 1995.",2014-05-14T18:17:00Z,camara,camara,Flávia Morais,GO,PDT,Ordinária,Conclusiva,204545,1204545,965
1701673,PL,2862,"Estabelece diretrizes para a atuação de empresas em investimento coletivo (crowdfunding), organizadas em sítio próprio na rede mundial dos computadores - internet, e dá outras providências. ",2015-09-02T16:03:00Z,camara,camara,OTAVIO LEITE+Vitor Lippi,RJ+SP,PSDB+PSDB,Ordinária,Conclusiva,204404,1204404,980
1301207,PL,1757,"Desonera de tributos federais os patrocínios e doações recebidos de acordo com o disposto na Lei nº 8.313, de 23 de dezembro de 1991. ",2015-05-29T14:53:00Z,camara,camara,Félix Mendonça Júnior,BA,PDT,Ordinária,Conclusiva,160659,1160659,981
2111711,PL,6150,"Estende os regimes falimentar e recuperatório às cooperativas e às entidades beneficentes de assistência social, e dá outras providências. Altera as Leis nº 5.764, de 1971 e 11.101, de 2005.",2016-09-14T09:40:00Z,camara,camara,Mário Heringer,MG,PDT,Urgência,Plenário,160598,1160598,982
307272,PL,6229,"Altera o § 7º do art. 6º da Lei nº 11.101, de 9 de fevereiro de 2005, que ""Regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária"", para submeter todos os créditos tributários à recuperação judicial. ",2005-11-23T17:05:00Z,camara,camara,MEDEIROS,SP,PR,Urgência,Plenário,141450,1141450,983
2187737,PL,11077,"Altera o art. 1º da Lei nº 9.637, de 15 de maio de 1998, que trata sobre a qualificação de entidades como organizações sociais - OS. ",2018-11-28T15:12:00Z,camara,camara,Carlos Henrique Gaguim,TO,DEM,Ordinária,Conclusiva,204519,1204519,985
2182926,PL,10720,"Altera a Lei nº 9.637, de 15 de maio de 1998 (Lei das Organizações Sociais), para dispor sobre critérios e requisitos para a qualificação de entidades privadas como organizações sociais e sobre regras para celebração, controle e rescisão dos contratos de gestão. ",2018-08-09T18:16:00Z,camara,NA,,NA,NA,Prioridade,Conclusiva,178987,1178987,986
2150035,PL,8446,"Altera o art. 98 da Lei nº 13.105, de 16 de março de 2015 - Código de Processo Civil. Garante aos hospitais filantrópicos o direito à gratuidade da justiça.",2017-08-31T13:26:00Z,camara,camara,Covatti Filho,RS,PP,Ordinária,Conclusiva,204398,1204398,989
2179960,PL,10479,"Regulamenta o repasse de recursos de emendas parlamentares em natureza de despesa de custeio destinado ao incremento PAB/MAC a hospitais e santas casas filantrópicas, através do Fundo Nacional de Saúde - FNS. ",2018-06-21T13:42:00Z,camara,camara,PROFESSOR VICTÓRIO GALLI,MT,PSL,Ordinária,Conclusiva,204536,1204536,990
565008,PLP,242,"Altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), para estabelecer condições para a realização de transferências voluntárias da União às entidades de direito privado e de utilidade pública. ",2013-02-19T17:02:00Z,camara,camara,Rubens Bueno,PR,CIDADANIA,Prioridade,Plenário,74095,174095,994
643979,PL,8048,"Institui a Política Nacional de Participação Social - PNPS e o Sistema Nacional de Participação Social - SNPS, e dá outras providências. ",2014-10-29T18:04:00Z,camara,camara,CHICO ALENCAR+Ivan Valente+Jean Wyllys,RJ+SP+RJ,PSOL+PSOL+PSOL,Ordinária,Conclusiva,204536,1204536,996
622278,PL,7954,"Altera a Lei 12.101, de 27 de novembro de 2009, dispõe sobre a certificação das entidades beneficentes de assistência social; regula os procedimentos de isenção de contribuições para a seguridade social; altera a Lei no 8.742, de 7 de dezembro de 1993; revoga dispositivos das Leis nos 8.212, de 24 de julho de 1991, 9.429, de 26 de dezembro de 1996, 9.732, de 11 de dezembro de 1998, 10.684, de 30 de maio de 2003, e da Medida Provisória no 2.187-13, de 24 de agosto de 2001; e dá outras providências. Possibilita  às entidades substituir percentual  da quantidade das bolsas de estudos para a  educação básica e a superior por ações e serviços definidos em ato do Ministério da Educação.",2014-09-03T10:52:00Z,camara,camara,ALINE CORRÊA+Eduardo Barbosa+Erika Kokay+GABRIEL CHALITA+JOÃO DADO+Paulo Teixeira+RAIMUNDO GOMES DE MATOS,SP+MG+DF+SP+SP+SP+CE,PP**+PSDB+PT+PMDB+SD+PT+PSDB,Ordinária,Conclusiva,178925,1178925,997
2140877,PL,7835,"Altera a Lei nº 13.019, de 31 de julho de 2014, que estabelece o regime jurídico das parcerias entre a Administração Pública e as Organizações da Sociedade Civil, em regime de mútua cooperação, para a consecução de finalidades de interesse público e recíproco, mediante a execução de atividades ou de projetos previamente estabelecidos em planos de trabalho inseridos em termos de colaboração, em termos de fomento ou em acordos de cooperação; define diretrizes para a política de fomento, de colaboração e de cooperação com organizações da sociedade civil; e altera as Leis n os  8.429, de 2 de junho de 1992, e 9.790, de 23 de março de 1999. ",2017-06-07T18:46:00Z,camara,camara,Eros Biondini,MG,PROS,Ordinária,Conclusiva,204485,1204485,999
375953,PL,2386,"Regulamenta o inciso I do art. 19 da Constituição Federal dispondo sobre a colaboração de interesse público entre a União, os Estados, o Distrito Federal e os municípios e as organizações religiosas. Regulamenta a Constituição Federal de 1988.",2007-11-07T17:42:00Z,camara,camara,João Campos,GO,REPUBLICANOS,Prioridade,Conclusiva,141454,1141454,1000
559138,PL,6606,"Dispõe sobre a Política Nacional de Economia Solidária e os empreendimentos econômicos solidários, cria o Sistema Nacional de Economia Solidária e dá outras providências. ",2012-11-08T11:20:00Z,camara,camara,Bohn Gass+EUDES XAVIER+FÁTIMA BEZERRA+Luiza Erundina+MIRIQUINHO BATISTA+Padre João+PAULO RUBEM SANTIAGO+Paulo Teixeira,RS+CE+RN+SP+PA+MG+PE+SP,PT+PT+PT+PSOL+PT+PT+PDT+PT,Ordinária,Plenário,74398,174398,1001
944277,PL,24,"Concede incentivo fiscal do Imposto sobre a Renda da Pessoa Jurídica - IRPJ às empresas para aquisição de aparelhos de surdez, próteses, órteses, e cadeiras de rodas, para doação a ONG e OSCIP, para distribuição à população carente. ",2015-02-02T15:47:00Z,camara,camara,MARCOS REATEGUI,AP,PSD,Ordinária,Conclusiva,73992,173992,1003
2204438,PL,3079,Dispõe sobre incentivos fiscais para doações a entidades sem fins lucrativos que atuem na área da saúde. ,2019-05-22T17:29:00Z,camara,camara,Liziane Bayer,RS,PSB,Ordinária,Conclusiva,204351,1204351,1005
2173685,PL,10148,"Estabelece a dedutibilidade do imposto de renda para as doações a entidades sem fins lucrativos de proteção aos animais. Altera a Lei nº 9.249, de 1995 e a Lei nº 9.532, de 1997.",2018-05-02T14:23:00Z,camara,camara,Soraya Santos,RJ,PL,Ordinária,Conclusiva,160589,1160589,1007
138555,PEC,133,"Permite que os Estados, o Distrito Federal e os Municípios adotem em seus regimes próprios de previdência social as mesmas regras aplicáveis ao regime próprio da União; modifica renúncias previdenciárias; prevê benefício da Seguridade Social à criança vivendo em situação de pobreza; e dá outras providências.",2019-09-04T00:00:00Z,senado,senado,Simone Tebet MDB / MS e outros,NA,NA,Ordinária,Plenário,3396,23396,1
134730,PLS,466,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para prever a instituição de programa de auxílio financeiro para as famílias de baixa renda que não conseguirem matricular crianças de 0 a 5 anos em estabelecimentos de educação infantil, bem como a divulgação de lista de espera de interessados em vagas nas referidas unidades.",2018-11-29T00:00:00Z,senado,senado,José Serra PSDB / SP,NA,NA,Ordinária,Plenário,2331,22331,14
132217,PLS,43,"Altera a Lei nº 13.257, de 8 de março de 2016 (Marco Legal da Primeira Infância) para dispor sobre os direitos das crianças cujas mães e pais estejam submetidos a medida privativa de liberdade.",2018-02-08T00:00:00Z,senado,senado,Regina Sousa PT / PI,NA,NA,Ordinária,Plenário,5533,25533,22
83280,PLS,666,"Regulamenta a licença-paternidade a que se refere o inciso XIX, do art. 7º, da Constituição Federal.",2007-11-21T00:00:00Z,senado,senado,Patrícia Saboya PDT / CE,NA,NA,Ordinária,Plenário,345,2345,25
101713,PLS,504,"Altera o parágrafo único do art. 25 da Lei nº. 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação), para estabelecer o número máximo de alunos por turma na pré-escola e no ensino fundamental e médio.",2011-08-23T00:00:00Z,senado,senado,Humberto Costa PT / PE,NA,NA,Ordinária,Plenário,1023,21023,31
88063,PLS,414,"Altera a redação dos arts. 4º, 6º, 29, 30, 32 e 87 da Lei no 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, dispondo sobre a educação infantil até os 5 (cinco) anos de idade e o ensino fundamental a partir desta idade.",2008-11-04T00:00:00Z,senado,senado,Flávio Arns PT / PR,NA,NA,Ordinária,Plenário,3375,23375,40
84195,PLS,70,Autoriza o Poder Público a realizar exames anuais de saúde nos estudantes dos ensinos fundamental e médio e institui a Semana Nacional de Saúde na Escola.,2008-03-13T00:00:00Z,senado,senado,Marisa Serrano PSDB / MS,NA,NA,Ordinária,Plenário,1206,21206,41
120688,PLS,217,"Altera a Lei nº 11.947, de 16 de junho de 2009, que dispõe sobre o atendimento da alimentação escolar aos alunos da educação básica, para incrementar o valor per capita destinado a escolas situadas em municípios em situação de extrema pobreza.",2015-04-14T00:00:00Z,senado,senado,Roberto Rocha PSB / MA,NA,NA,Ordinária,Plenário,4575,24575,47
139063,PEC,146,Cria a seguridade social da criança.,2019-10-01T00:00:00Z,senado,senado,Alessandro Vieira CIDADANIA / SE e outros,NA,NA,Ordinária,Plenário,3396,23396,49
140271,PEC,229,Altera o inciso XVIII do art. 7º da Constituição Federal e revoga o inciso XIX da Constituição Federal e o § 1º do art. 10 do Ato das Disposições Constitucionais Transitórias para dispor sobre a licença parental compartilhada.,2019-12-17T00:00:00Z,senado,senado,Eliziane Gama CIDADANIA / MA e outros,NA,NA,Ordinária,Plenário,5529,25529,50
135492,PL,1224,"Altera a Lei nº 8.069, de 13 de julho de 1990, que “dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências”, para determinar que a pessoa com deficiência em idade escolar, notadamente na primeira infância, tenha prioridade no acesso a órteses, próteses e tecnologias assistivas.",2019-02-27T00:00:00Z,senado,senado,Mara Gabrilli PSDB / SP,NA,NA,Ordinária,Plenário,5322,25322,51
135934,PL,1716,"Dispõe sobre a obrigatoriedade de apresentação da Caderneta de Saúde da Criança – CSC, ou outro documento que a substitua, nos casos de vacinação obrigatória, na forma definida pelas autoridades sanitárias, para matrícula no ensino infantil e fundamental, nas redes pública ou privada de ensino e dá outras providências.",2019-03-26T00:00:00Z,senado,senado,Lucas Barreto PSD / AP,NA,NA,Ordinária,Plenário,5985,25985,52
137302,PL,3517,Dispõe sobre o acompanhamento integral para educandos com dislexia ou Transtorno do Deficit de Atenção com Hiperatividade (TDAH) ou outro transtorno de aprendizagem.,2019-05-13T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,5376,25376,53
138198,PL,4584,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para criar cadastro nacional de crianças e adolescentes fora da escola.",2019-08-20T00:00:00Z,senado,senado,Rose de Freitas PODEMOS / ES,NA,NA,Ordinária,Plenário,5905,25905,54
138951,PL,5193,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para prever a possibilidade de os estabelecimentos de ensino de educação básica receberem doações de pessoas físicas e jurídicas.",2019-09-24T00:00:00Z,senado,senado,Styvenson Valentim PODEMOS / RN,NA,NA,Ordinária,Plenário,475,2475,56
139412,PL,5542,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, para dispor sobre a apresentação da carteira de vacinação no ato de matrícula nas redes pública e privada de ensino da União, Estados, Municípios e Distrito Federal.",2019-10-16T00:00:00Z,senado,senado,Wellington Fagundes PL / MT,NA,NA,Ordinária,Plenário,5352,25352,57
135328,PL,868,"Altera a Lei nº 8.069, de 13 de julho de 1990 – Estatuto da Criança e do Adolescente –, para prever a identificação de condenados por crimes que envolvam atos de pedofilia em sistemas públicos de informação.",2019-02-19T00:00:00Z,senado,senado,Marcos do Val CIDADANIA / ES,NA,NA,Ordinária,Plenário,6027,26027,59
127140,PLC,60,"Altera a redação do § 3º do art. 8º da Lei nº 11.494, de 20 de junho de 2007.",2016-10-14T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,2331,22331,60
132687,PLS,131,"Altera o art. 87 da Lei nº 8.069, de 13 de julho de 1990, para estender o direito ao atendimento psicossocial às crianças e aos adolescentes que tiverem qualquer dos pais ou responsáveis presos em regime fechado.",2018-03-22T00:00:00Z,senado,senado,Rose de Freitas MDB / ES,NA,NA,Ordinária,Plenário,5998,25998,61
133039,PLS,200,"Altera a Lei nº 11.494, de 20 de junho de 2007, para permitir o pagamento de despesas com educação de crianças de até três anos em creches privadas com recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação.",2018-04-24T00:00:00Z,senado,senado,Wilder Morais DEM / GO,NA,NA,Ordinária,Plenário,475,2475,62
131275,PLS,394,Dispõe sobre o Estatuto da Adoção de Criança ou Adolescente.,2017-10-18T00:00:00Z,senado,senado,Randolfe Rodrigues REDE / AP,NA,NA,Ordinária,Plenário,2331,22331,63
134819,PLS,477,Dispõe sobre a notificação de violência autoprovocada por crianças ou adolescentes.,2018-12-10T00:00:00Z,senado,senado,CPI dos Maus-tratos  ,NA,NA,Ordinária,Plenário,5976,25976,64
134852,PLS,485,"Altera a Lei nº 8.069, de 13 de julho de 1990, para prever medidas adicionais de proteção à criança e ao adolescente vítimas de violência doméstica e familiar.",2018-12-10T00:00:00Z,senado,senado,CPI dos Maus-tratos  ,NA,NA,Ordinária,Plenário,5982,25982,65
134834,PLS,497,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para prever o ingresso compulsório de pais ou responsáveis, autores de violência contra criança ou adolescente, em programas de prevenção da violência contra criança ou adolescente.",2018-12-10T00:00:00Z,senado,senado,CPI dos Maus-tratos  ,NA,NA,Ordinária,Plenário,5959,25959,66
122309,PLC,69,"Cria cargos efetivos, cargos em comissão e funções comissionadas no Quadro de Pessoal do Tribunal Superior Eleitoral e dá outras providências.",2015-07-13T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,3361,23361,67
83516,PLS,700,"Modifica a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente) para caracterizar o abandono moral como ilícito civil e penal, e dá outras providências.",2007-12-06T00:00:00Z,senado,senado,Marcelo Crivella REPUBLICANOS / RJ,NA,NA,Ordinária,Plenário,825,2825,68
122856,PLS,566,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para incluir a possibilidade de matrícula em escolas, sem apresentação de certidão de nascimento.",2015-08-27T00:00:00Z,senado,senado,Omar Aziz PSD / AM,NA,NA,Ordinária,Plenário,5523,25523,70
127084,PLS,371," Altera a Lei nº 8.069, de 13 de julho de 1990, que “dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências”, para definir prazo da guarda provisória no procedimento de adoção.",2016-10-06T00:00:00Z,senado,senado,Aécio Neves PSDB / MG,NA,NA,Ordinária,Plenário,5527,25527,72
129146,PLS,144,"Altera a Lei nº 12.318, de 26 de agosto de 2010, para prever a utilização da mediação nos litígios envolvendo alienação parental.",2017-05-09T00:00:00Z,senado,senado,Dário Berger MDB / SC,NA,NA,Ordinária,Plenário,5929,25929,76
136016,PL,1852,"Altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei n° 5.452, de 1° de maio de 1943, e a Lei nº 8.213, de 24 de julho de 1991, para permitir a suspensão, a critério da trabalhadora, do gozo da licença-maternidade e do pagamento do salário-maternidade quando o recém-nascido permanecer em internação hospitalar.",2019-03-27T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,5979,25979,87
133188,PLC,48,Institui o Cadastro Nacional de Pedófilos.,2018-05-08T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,5666,25666,88
127082,PLS,369,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para dispor sobre adoção intuitu personae.",2016-10-06T00:00:00Z,senado,senado,Aécio Neves PSDB / MG,NA,NA,Ordinária,Plenário,2331,22331,89
134618,PLS,439,Institui o Marco Regulatório Nacional do Acolhimento de Crianças e Adolescentes.,2018-11-20T00:00:00Z,senado,senado,Marta Suplicy MDB / SP,NA,NA,Ordinária,Plenário,5008,25008,90
136476,PL,2491,"Altera a redação do § 2o do art. 1.584 da Lei no 10.406, de 10 de janeiro de 2002 (Código Civil) e acrescenta o art. 699-A à Lei no 13.105, de 16 de março de 2015 (Código de Processo Civil), para estabelecer o risco de violência doméstica ou familiar como causa impeditiva ao exercício da guarda compartilhada, bem como para impor ao juiz o dever de indagar previamente o Ministério Público e as partes sobre situações de violência doméstica ou familiar, envolvendo o casal ou os filhos.",2019-04-24T00:00:00Z,senado,senado,Rodrigo Cunha PSDB / AL,NA,NA,Ordinária,Plenário,5718,25718,91
134835,PLS,498,Revoga a Lei da Alienação Parental.,2018-12-10T00:00:00Z,senado,senado,CPI dos Maus-tratos  ,NA,NA,Ordinária,Plenário,5988,25988,92
135450,PL,1120,"Altera o art. 101 da Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente - ECA), para incluir a Defensoria Pública como legitimada a ter acesso ao cadastro da criança ou adolescente submetido a medida de proteção.",2019-02-26T00:00:00Z,senado,senado,Lasier Martins PODEMOS / RS,NA,NA,Ordinária,Plenário,5988,25988,93
137953,PL,4304,"Altera a Lei nº 8.069, de 13 de julho de 1990 – Estatuto da Criança e do Adolescente –, para criar lista nacional de condenados por crimes que envolvam atos de pedofilia para acesso dos órgãos de segurança pública.",2019-08-07T00:00:00Z,senado,senado,Jorge Kajuru PSB / GO,NA,NA,Ordinária,Plenário,470,2470,94
139854,PL,6032,"Dá nova redação ao art. 50 da Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências.",2019-11-19T00:00:00Z,senado,senado,Veneziano Vital do Rêgo PSB / PB,NA,NA,Ordinária,Plenário,151,2151,95
120768,PLS,231,"Altera o art. 60 do Estatuto da Criança e do Adolescente para dispor sobre a participação artística, desportiva e afim.",2015-04-16T00:00:00Z,senado,senado,Valdir Raupp MDB / RO,NA,NA,Ordinária,Plenário,5979,25979,96
131857,PLS,490,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, e a Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente, para prever a modalidade da educação domiciliar no âmbito da educação básica.",2017-12-06T00:00:00Z,senado,senado,Fernando Bezerra Coelho MDB / PE,NA,NA,Ordinária,Plenário,5988,25988,97
133129,PLS,221,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para permitir a participação de padrinhos afetivos nos programas de adoção.",2018-05-08T00:00:00Z,senado,senado,Garibaldi Alves Filho MDB / RN,NA,NA,Ordinária,Plenário,2331,22331,98
128186,PLS,31,"Altera a Lei nº 8.069, de 13 de julho de 1990, que “dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências”, para estabelecer prazo máximo para a conclusão do procedimento de adoção após o início do estágio de convivência.",2017-02-22T00:00:00Z,senado,senado,Rose de Freitas MDB / ES,NA,NA,Ordinária,Plenário,5998,25998,99
